"","FacName","CDName","FacAddress","Borough","ZipCode","Lon","Lat","FT_Decode"
"1954","MANHATTAN FREE SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","115 E 106 St","MN",10029,-73.94683181,"40.79278951","Junior/Senior High School - Private/Parochial"
"1955","SAINT BERNARD'S SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","4 E 98 St","MN",10029,-73.95421287,"40.78870577","Elementary School - Private/Parochial"
"1956","EAST HARLEM SCHOOL AT EXODUS HOUSE","MANHATTAN COMMUNITY DISTRICT 11","309 E 103 St","MN",10029,-73.94307222,"40.78861298","Elementary School - Private/Parochial"
"1957","SAINT ALOYSIUS SCHOOL","MANHATTAN COMMUNITY DISTRICT 10","223 W 132 St","MN",10027,-73.9460273,"40.81401959","Elementary School - Private/Parochial"
"1958","SAINT CHARLES BORROMEO SCHOOL","MANHATTAN COMMUNITY DISTRICT 10","214 W 142 St","MN",10030,-73.94175929,"40.81985279","Elementary School - Private/Parochial"
"1959","SAINT MARK THE EVANGELIST SCHOOL","MANHATTAN COMMUNITY DISTRICT 10","55 W 138 St","MN",10037,-73.93816823,"40.81573384","Elementary School - Private/Parochial"
"1960","SAINT BENEDICT DAY NURSERY AND KINDERGARTEN","MANHATTAN COMMUNITY DISTRICT 10","21 W 124 St","MN",10027,-73.94363861,"40.80635792","Elementary School - Private/Parochial"
"1961","YESHIVA UNIVERSITY HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 12","2540 Amsterdam Ave","MN",10033,-73.92864264,"40.85170603","Senior High School - Private/Parochial"
"1962","FELLOWSHIP OF LEARNING SCHOOL","MANHATTAN COMMUNITY DISTRICT 10","9 W 130 St","MN",10037,-73.94062628,"40.81012217","Elementary School - Private/Parochial"
"1963","RIVERSIDE CHURCH WEEK DAY SCHOOL","MANHATTAN COMMUNITY DISTRICT 9","490 Riverside Dr","MN",10027,-73.9631308,"40.81166312","Elementary School - Private/Parochial"
"1964","MOUNT PLEASANT CHRISTIAN ACADEMY","MANHATTAN COMMUNITY DISTRICT 10","2009 7 Ave","MN",10027,-73.95011928,"40.80588607","Junior/Senior High School - Private/Parochial"
"1965","KING'S ACADEMY (THE)","MANHATTAN COMMUNITY DISTRICT 11","2345 3 Ave","MN",10035,-73.93439259,"40.80508772","Junior/Senior High School - Private/Parochial"
"1966","CHILDREN'S STOREFRONT SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","70 E 129 St","MN",10035,-73.93771704,"40.80758726","Elementary School - Private/Parochial"
"1967","MOTHER CABRINI HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 12","701 Ft Washington Ave","MN",10040,-73.93547896,"40.85816834","Senior High School - Private/Parochial"
"1968","SAINT ELIZABETH SCHOOL","MANHATTAN COMMUNITY DISTRICT 12","612 W 187 St","MN",10033,-73.93174261,"40.85309947","Elementary School - Private/Parochial"
"1969","GOOD SHEPHERD SCHOOL","MANHATTAN COMMUNITY DISTRICT 12","620 Isham St","MN",10034,-73.92087552,"40.86924509","Elementary School - Private/Parochial"
"1970","INCARNATION SCHOOL","MANHATTAN COMMUNITY DISTRICT 12","570 W 175 St","MN",10033,-73.93606288,"40.84491174","Elementary School - Private/Parochial"
"1971","OUR LADY OF LOURDES SCHOOL","MANHATTAN COMMUNITY DISTRICT 9","468 W 143 St","MN",10031,-73.94812245,"40.8235063","Elementary School - Private/Parochial"
"1972","OUR LADY QUEEN OF MARTYRS SCHOOL","MANHATTAN COMMUNITY DISTRICT 12","71 Arden St","MN",10040,-73.92792121,"40.86366424","Elementary School - Private/Parochial"
"1973","SAINT ROSE OF LIMA SCHOOL","MANHATTAN COMMUNITY DISTRICT 12","517 W 164 St","MN",10032,-73.93956078,"40.83778562","Elementary School - Private/Parochial"
"1974","YESHIVA RABBI S R HIRSCH","MANHATTAN COMMUNITY DISTRICT 12","85-93 Bennett Ave","MN",10033,-73.93502845,"40.85307118","Junior/Senior High School - Private/Parochial"
"1975","NORTHEASTERN ACADEMY","MANHATTAN COMMUNITY DISTRICT 12","532 W 215 St","MN",10034,-73.91754785,"40.87028574","Senior High School - Private/Parochial"
"1976","SAINT SPYRIDON PAROCHIAL SCHOOL","MANHATTAN COMMUNITY DISTRICT 12","120 Wadsworth Ave","MN",10033,-73.93607354,"40.84885864","Elementary School - Private/Parochial"
"1977","MANHATTAN CHRISTIAN ACADEMY","MANHATTAN COMMUNITY DISTRICT 12","401 W 205 St","MN",10034,-73.91815378,"40.86269709","Elementary School - Private/Parochial"
"1978","SAINT ANSELM SCHOOL","BRONX COMMUNITY DISTRICT 1","685 Tinton Ave","BX",10455,-73.90564583,"40.81618939","Elementary School - Private/Parochial"
"1979","CARDINAL HAYES HIGH SCHOOL","BRONX COMMUNITY DISTRICT 4","650 Grand Concourse","BX",10451,-73.92559062,"40.82049947","Senior High School - Private/Parochial"
"1980","IMMACULATE CONCEPTION SCHOOL","BRONX COMMUNITY DISTRICT 1","378 E 151 St","BX",10455,-73.91795672,"40.81729944","Elementary School - Private/Parochial"
"1981","SAINT LUKE SCHOOL","BRONX COMMUNITY DISTRICT 1","608 E 139 St","BX",10454,-73.91506228,"40.80642824","Elementary School - Private/Parochial"
"1982","SS PETER AND PAUL SCHOOL","BRONX COMMUNITY DISTRICT 1","838 Brook Ave","BX",10451,-73.9104145,"40.8216744","Elementary School - Private/Parochial"
"1983","BRONX-MANHATTAN SDA SCHOOL","BRONX COMMUNITY DISTRICT 4","1440 Plimpton Ave","BX",10452,-73.92185633,"40.84380511","Elementary School - Private/Parochial"
"1984","NEW LIFE SCHOOL (THE)","BRONX COMMUNITY DISTRICT 1","831 Eagle Ave","BX",10456,-73.90899123,"40.82147567","Junior/Senior High School - Private/Parochial"
"1985","SAINT ATHANASIUS SCHOOL","BRONX COMMUNITY DISTRICT 2","830 Southern Blvd","BX",10459,-73.89499044,"40.81706947","Elementary School - Private/Parochial"
"1986","SAINT BENEDICT SCHOOL","BRONX COMMUNITY DISTRICT 10","1016 Edison Ave","BX",10465,-73.82528452,"40.83241299","Elementary School - Private/Parochial"
"1987","SAINT FRANCES DE CHANTAL SCHOOL","BRONX COMMUNITY DISTRICT 10","2962 Harding Ave","BX",10465,-73.81304765,"40.81608467","Elementary School - Private/Parochial"
"1988","MONSIGNOR SCANLAN HIGH SCHOOL","BRONX COMMUNITY DISTRICT 10","915 Hutchinson River Pkwy","BX",10465,-73.83812912,"40.82575658","Senior High School - Private/Parochial"
"1989","HOLY CROSS SCHOOL","BRONX COMMUNITY DISTRICT 9","1846 Randall Ave","BX",10473,-73.8604384,"40.81669797","Elementary School - Private/Parochial"
"1990","HOLY FAMILY SCHOOL","BRONX COMMUNITY DISTRICT 9","2169 Blackrock Ave","BX",10472,-73.85104587,"40.82929821","Elementary School - Private/Parochial"
"1991","SAINT JOSEPH SCHOOL FOR THE DEAF","BRONX COMMUNITY DISTRICT 10","1000 Hutchinson River Pkwy","BX",10465,-73.83489723,"40.82641073","Elementary School - Private/Parochial"
"1992","OUR LADY OF THE ASSUMPTION SCHOOL","BRONX COMMUNITY DISTRICT 10","1617 Parkview Ave","BX",10461,-73.82727099,"40.8453381","Elementary School - Private/Parochial"
"1993","PRESTON HIGH SCHOOL","BRONX COMMUNITY DISTRICT 10","2780 Schurz Ave","BX",10465,-73.81943821,"40.81356696","Senior High School - Private/Parochial"
"1994","SAINT THERESA SCHOOL","BRONX COMMUNITY DISTRICT 10","2872 St Theresa Ave","BX",10461,-73.8333988,"40.84906345","Elementary School - Private/Parochial"
"1995","VILLA MARIA ACADEMY","BRONX COMMUNITY DISTRICT 10","3335 Country Club Rd","BX",10465,-73.81641967,"40.84179713","Elementary School - Private/Parochial"
"1996","SAINT IGNATIUS SCHOOL","BRONX COMMUNITY DISTRICT 2","740 Manida St","BX",10474,-73.88832771,"40.81535325","Middle School - Private/Parochial"
"1997","GREEK AMERICAN INSTITUTE OF NEW YORK","BRONX COMMUNITY DISTRICT 10","3573 Bruckner Blvd","BX",10461,-73.82827163,"40.84974211","Elementary School - Private/Parochial"
"1998","IAHD-ST MARY","BRONX COMMUNITY DISTRICT 11","2213 E Tremont Ave","BX",10462,-73.85675604,"40.84231264","Pre-K Only School - Private/Parochial"
"1999","ALL HALLOWS INSTITUTE","BRONX COMMUNITY DISTRICT 4","111 E 164 St","BX",10452,-73.9218505,"40.83031211","Senior High School - Private/Parochial"
"2000","SAINT ANGELA MERICI SCHOOL","BRONX COMMUNITY DISTRICT 4","266 E 163 St","BX",10451,-73.91823378,"40.82703516","Elementary School - Private/Parochial"
"2001","CHRIST THE KING SCHOOL","BRONX COMMUNITY DISTRICT 4","1345 Grand Concourse","BX",10452,-73.91554292,"40.83757292","Elementary School - Private/Parochial"
"2002","SAINT JOSEPH SCHOOL","BRONX COMMUNITY DISTRICT 6","1946 Bathgate Ave","BX",10457,-73.89654001,"40.84748779","Elementary School - Private/Parochial"
"2003","SAINT MARGARET MARY SCHOOL","BRONX COMMUNITY DISTRICT 5","121 E 177 St","BX",10453,-73.90718112,"40.84995885","Elementary School - Private/Parochial"
"2004","SACRED HEART SCHOOL","BRONX COMMUNITY DISTRICT 4","95 W 168 St & 1248 Nelson Ave","BX",10452,-73.92385722,"40.83871776","Elementary School - Private/Parochial"
"2005","SHIELD OF DAVID (THE)","BRONX COMMUNITY DISTRICT 5","1800 Andrews Ave","BX",10453,-73.91539508,"40.85151867","Pre-K Only School - Private/Parochial"
"2006","EDEN CHRISTIAN ACADEMY AND EARLY CHILDHOOD CENTER","BRONX COMMUNITY DISTRICT 4","1509 Morris Ave","BX",10457,-73.90976987,"40.84143859","Pre-K Only School - Private/Parochial"
"2007","AQUINAS HIGH SCHOOL","BRONX COMMUNITY DISTRICT 6","685 E 182 St","BX",10457,-73.88735273,"40.85136844","Senior High School - Private/Parochial"
"2008","SAINT ANN ELEMENTARY SCHOOL","BRONX COMMUNITY DISTRICT 7","3511 Bainbridge Ave","BX",10467,-73.87864403,"40.88162265","Elementary School - Private/Parochial"
"2009","SAINT BRENDAN SCHOOL","BRONX COMMUNITY DISTRICT 7","268 E 207 St","BX",10467,-73.87774421,"40.87537478","Elementary School - Private/Parochial"
"2010","FORDHAM PREPARATORY SCHOOL","BRONX COMMUNITY DISTRICT 6","441 E Fordham Rd","BX",10458,-73.88533253,"40.8616234","Senior High School - Private/Parochial"
"2011","SAINT GABRIEL SCHOOL","BRONX COMMUNITY DISTRICT 8","590 W 235 St","BX",10463,-73.91154753,"40.88529751","Elementary School - Private/Parochial"
"2012","SAINT JOHN SCHOOL","BRONX COMMUNITY DISTRICT 8","3143 Kingsbridge Ave","BX",10463,-73.90614709,"40.88088253","Elementary School - Private/Parochial"
"2013","SAINT MARGARET OF CORTONA SCHOOL","BRONX COMMUNITY DISTRICT 8","452 W 260 St","BX",10471,-73.90329072,"40.90790158","Elementary School - Private/Parochial"
"2014","ACADEMY OF MOUNT SAINT URSULA","BRONX COMMUNITY DISTRICT 7","330 Bedford Park Blvd","BX",10458,-73.88608679,"40.86872743","Senior High School - Private/Parochial"
"2015","SAINT NICHOLAS OF TOLENTINE ELEMENTARY SCHOOL","BRONX COMMUNITY DISTRICT 7","2336 Andrews Ave","BX",10468,-73.9061156,"40.86220485","Elementary School - Private/Parochial"
"2016","OUR LADY OF MOUNT CARMEL SCHOOL","BRONX COMMUNITY DISTRICT 6","2465 Bathgate Ave","BX",10458,-73.88912679,"40.858317","Elementary School - Private/Parochial"
"2017","OUR LADY OF REFUGE SCHOOL","BRONX COMMUNITY DISTRICT 7","2708 Briggs Ave","BX",10458,-73.89107623,"40.86657766","Elementary School - Private/Parochial"
"2018","SAINT PHILIP NERI SCHOOL","BRONX COMMUNITY DISTRICT 7","3031 Grand Concourse","BX",10468,-73.88746281,"40.87390254","Elementary School - Private/Parochial"
"2019","SAINT SIMON STOCK ELEMENTARY SCHOOL","BRONX COMMUNITY DISTRICT 5","2195 Valentine Ave","BX",10457,-73.89918492,"40.85521099","Elementary School - Private/Parochial"
"2020","VISITATION SCHOOL","BRONX COMMUNITY DISTRICT 8","171 W 239 St","BX",10463,-73.8984658,"40.88584117","Elementary School - Private/Parochial"
"2021","KINNERET DAY SCHOOL","BRONX COMMUNITY DISTRICT 8","2600 Netherland Ave","BX",10463,-73.91474216,"40.87867972","Elementary School - Private/Parochial"
"2022","SALANTER AKIBA RIVERDALE ACADEMY","BRONX COMMUNITY DISTRICT 8","655 W 254 St","BX",10471,-73.91111772,"40.9038183","Elementary School - Private/Parochial"
"2023","YESHIVA OF TELSHE ALUMNI","BRONX COMMUNITY DISTRICT 8","4904 Independence Ave","BX",10471,-73.91064466,"40.89781532","Senior High School - Private/Parochial"
"2024","YESHIVAS OHAVEI TORAH OF RIVERDALE","BRONX COMMUNITY DISTRICT 8","450 W 250 St","BX",10471,-73.90729219,"40.89734059","Senior High School - Private/Parochial"
"2025","SAR HIGH SCHOOL","BRONX COMMUNITY DISTRICT 8","503 W 259 St","BX",10471,-73.90449545,"40.90788337","Senior High School - Private/Parochial"
"2026","ETHICAL CULTURE FIELDSTON MIDDLE SCHOOL","BRONX COMMUNITY DISTRICT 8","3901 Fieldston Rd","BX",10471,-73.90621845,"40.88925937","Middle School - Private/Parochial"
"2027","HORACE MANN SCHOOL LOWER DIVISION","BRONX COMMUNITY DISTRICT 8","4440 Tibbett Ave","BX",10471,-73.89979503,"40.89174066","Elementary School - Private/Parochial"
"2028","HORACE MANN UPPER SCHOOL","BRONX COMMUNITY DISTRICT 8","231 W 246 St","BX",10471,-73.89810667,"40.89363027","Senior High School - Private/Parochial"
"2029","HORACE MANN SCHOOL MIDDLE DIVISION","BRONX COMMUNITY DISTRICT 8","231 W 246 St","BX",10471,-73.89810667,"40.89363027","Middle School - Private/Parochial"
"2030","RIVERDALE COUNTRY SCHOOL","BRONX COMMUNITY DISTRICT 8","5250 Fieldston Rd","BX",10471,-73.8998592,"40.89955758","K-12 School - Private/Parochial"
"2031","ETHICAL CULTURE FIELDSTON SCHOOL","BRONX COMMUNITY DISTRICT 8","3901 Fieldston Rd","BX",10471,-73.90621845,"40.88925937","Senior High School - Private/Parochial"
"2032","ETHICAL CULTURE THE FIELDSTON LOWER SCHOOL","BRONX COMMUNITY DISTRICT 8","3901 Fieldston Rd","BX",10471,-73.90621845,"40.88925937","Elementary School - Private/Parochial"
"2033","MISS FRANCINE DAY SCHOOL II","BRONX COMMUNITY DISTRICT 5","2169 Grand Concourse","BX",10453,-73.90196127,"40.85512555","Elementary School - Private/Parochial"
"2034","SAINT BARNABAS ELEMENTARY SCHOOL","BRONX COMMUNITY DISTRICT 12","413 E 241 St","BX",10470,-73.86540668,"40.90209157","Elementary School - Private/Parochial"
"2035","SAINT BARNABAS HIGH SCHOOL","BRONX COMMUNITY DISTRICT 12","425 E 240 St","BX",10470,-73.86447069,"40.90164035","Senior High School - Private/Parochial"
"2036","SAINT CATHARINE HIGH SCHOOL","BRONX COMMUNITY DISTRICT 11","2250 Williamsbridge Rd","BX",10469,-73.85655733,"40.85903865","Senior High School - Private/Parochial"
"2037","SAINT CLARE SCHOOL","BRONX COMMUNITY DISTRICT 11","1911 Hone Ave","BX",10461,-73.85665431,"40.85094463","Elementary School - Private/Parochial"
"2038","SAINT FRANCIS XAVIER SCHOOL","BRONX COMMUNITY DISTRICT 11","1711 Haight Ave","BX",10461,-73.85265145,"40.8483376","Elementary School - Private/Parochial"
"2039","SAINT HELENA SCHOOL","BRONX COMMUNITY DISTRICT 9","2050 Benedict Ave","BX",10462,-73.85538919,"40.83431833","Elementary School - Private/Parochial"
"2040","HOLY ROSARY SCHOOL","BRONX COMMUNITY DISTRICT 11","1500 Arnow Ave","BX",10469,-73.84218589,"40.86728693","Elementary School - Private/Parochial"
"2041","IMMACULATE CONCEPTION SCHOOL","BRONX COMMUNITY DISTRICT 12","760 E Gun Hill Rd","BX",10467,-73.86380682,"40.87608378","Elementary School - Private/Parochial"
"2042","SAINT LUCY SCHOOL","BRONX COMMUNITY DISTRICT 11","830 Mace Ave","BX",10467,-73.86199874,"40.86217973","Elementary School - Private/Parochial"
"2043","SAINT MARY SCHOOL","BRONX COMMUNITY DISTRICT 12","3956 Carpenter Ave","BX",10466,-73.86292815,"40.88834876","Elementary School - Private/Parochial"
"2044","MOUNT SAINT MICHAEL ACADEMY","BRONX COMMUNITY DISTRICT 12","4300 Murdock Ave","BX",10466,-73.84120277,"40.89895384","Junior/Senior High School - Private/Parochial"
"2045","NATIVITY OF OUR BLESSED LADY SCHOOL","BRONX COMMUNITY DISTRICT 12","3893 Dyre Ave","BX",10466,-73.83179478,"40.88875772","Elementary School - Private/Parochial"
"2046","OUR LADY OF GRACE SCHOOL","BRONX COMMUNITY DISTRICT 12","3981 Bronxwood Ave","BX",10466,-73.85493626,"40.88625303","Elementary School - Private/Parochial"
"2047","SAINTS PHILIP & JAMES SCHOOL","BRONX COMMUNITY DISTRICT 12","1160 E 213 St","BX",10469,-73.85226315,"40.87507325","Elementary School - Private/Parochial"
"2048","SAINT RAYMOND BOYS HIGH SCHOOL","BRONX COMMUNITY DISTRICT 9","2151 St Raymond Ave","BX",10462,-73.85410459,"40.83839811","Senior High School - Private/Parochial"
"2049","SAINT RAYMOND ACADEMY FOR GIRLS","BRONX COMMUNITY DISTRICT 9","1725 Castle Hill Ave","BX",10462,-73.85347338,"40.84112006","Senior High School - Private/Parochial"
"2050","SAINT RAYMOND ELEMENTARY SCHOOL","BRONX COMMUNITY DISTRICT 9","2380 E Tremont Ave","BX",10462,-73.8541151,"40.84184548","Elementary School - Private/Parochial"
"2051","SANTA MARIA SCHOOL","BRONX COMMUNITY DISTRICT 10","1510 Zerega Ave","BX",10462,-73.84862942,"40.83840752","Elementary School - Private/Parochial"
"2052","CARDINAL SPELLMAN HIGH SCHOOL","BRONX COMMUNITY DISTRICT 12","1 Cardinal Spellman Pl","BX",10466,-73.84124164,"40.88419296","Senior High School - Private/Parochial"
"2053","SAINT FRANCIS OF ASSISI SCHOOL","BRONX COMMUNITY DISTRICT 12","4300 Baychester Ave","BX",10466,-73.84497578,"40.89730941","Elementary School - Private/Parochial"
"2054","OUR SAVIOUR LUTHERAN SCHOOL","BRONX COMMUNITY DISTRICT 11","1734 Williamsbridge Rd","BX",10461,-73.85073546,"40.85008626","K-12 School - Private/Parochial"
"2055","ISLAMIC LEADERSHIP SCHOOL","BRONX COMMUNITY DISTRICT 9","2008 Westchester Ave","BX",10462,-73.85734643,"40.83328601","Junior/Senior High School - Private/Parochial"
"2056","CITY OF FAITH CHRISTIAN SCHOOL","BRONX COMMUNITY DISTRICT 12","3445 White Plains Rd","BX",10467,-73.86743612,"40.87666713","Elementary School - Private/Parochial"
"2057","WAKE-EDEN CHRISTIAN ACADEMY","BRONX COMMUNITY DISTRICT 12","2074 Strang Ave","BX",10466,-73.83963133,"40.89060233","Elementary School - Private/Parochial"
"2058","FAITH CHRISTIAN ACADEMY","BRONX COMMUNITY DISTRICT 12","1137 E 223 St","BX",10466,-73.84891585,"40.88255919","Elementary School - Private/Parochial"
"2059","HARVEST PREPARATORY ACADEMY","BRONX COMMUNITY DISTRICT 12","4036 White Plains Rd","BX",10466,-73.85911348,"40.8896232","Elementary School - Private/Parochial"
"2060","NEW COVENANT CHRISTIAN SCHOOL","BRONX COMMUNITY DISTRICT 12","1497 Needham Ave","BX",10469,-73.84845446,"40.88031068","K-12 School - Private/Parochial"
"2061","LAVELLE SCHOOL FOR THE BLIND","BRONX COMMUNITY DISTRICT 12","3830 Paulding Ave","BX",10469,-73.85263564,"40.88157865","Elementary School - Private/Parochial"
"2062","GARVEY SCHOOL","BRONX COMMUNITY DISTRICT 10","950 Baychester Ave","BX",10475,-73.82821952,"40.87411775","Elementary School - Private/Parochial"
"2063","LEARNING TREE PREPARATORY SCHOOL(THE)","BRONX COMMUNITY DISTRICT 12","801 Bartholdi St","BX",10467,-73.8624547,"40.87420755","Elementary School - Private/Parochial"
"2064","NEXT CHAPTER ACADEMY","BRONX COMMUNITY DISTRICT 12","3030 Bruner Ave","BX",10469,-73.83770839,"40.87233371","Elementary School - Private/Parochial"
"2065","NEW YORK INSTITUTE FOR SPECIAL EDUCATION","BRONX COMMUNITY DISTRICT 11","999 Pelham Pkwy","BX",10469,-73.85941369,"40.85882807","K-12 School - Private/Parochial"
"2066","REGENT SCHOOL","BRONX COMMUNITY DISTRICT 12","719 E 216 St","BX",10467,-73.86300758,"40.88139656","Elementary School - Private/Parochial"
"2067","LITTLE STARS SCHOOL, INC","BRONX COMMUNITY DISTRICT 12","4063 Edson Ave","BX",10466,-73.84438529,"40.89151184","Pre-K Only School - Private/Parochial"
"2068","SAINT JOHN CHRYSOSTOM SCHOOL","BRONX COMMUNITY DISTRICT 3","1144 Hoe Ave","BX",10459,-73.89061297,"40.8273032","Elementary School - Private/Parochial"
"2069","SAINT THOMAS AQUINAS SCHOOL","BRONX COMMUNITY DISTRICT 6","1909 Daly Ave","BX",10460,-73.8850974,"40.84077713","Elementary School - Private/Parochial"
"2070","R T HUDSON ELEMENTARY SCHOOL","BRONX COMMUNITY DISTRICT 3","1122 Forest Ave","BX",10456,-73.90180697,"40.82742032","Elementary School - Private/Parochial"
"2071","SAINT JOSEPH HIGH SCHOOL","BROOKLYN COMMUNITY DISTRICT 2","80 Willoughby St","BK",11201,-73.98550742,"40.69194775","Senior High School - Private/Parochial"
"2072","BISHOP LOUGHLIN MEMORIAL HIGH SCHOOL","BROOKLYN COMMUNITY DISTRICT 2","357 Clermont Ave","BK",11238,-73.96913113,"40.68712471","Senior High School - Private/Parochial"
"2073","QUEEN OF ALL SAINTS","BROOKLYN COMMUNITY DISTRICT 2","300 Vanderbilt Ave","BK",11205,-73.96917029,"40.68819518","Elementary School - Private/Parochial"
"2074","LURIA ACADEMY OF BROOKLYN","BROOKLYN COMMUNITY DISTRICT 8","238 St Marks Ave","BK",11238,-73.96814382,"40.67817374","Elementary School - Private/Parochial"
"2075","BE'ER MIRIAM","BROOKLYN COMMUNITY DISTRICT 1","183 Wilson St","BK",11211,-73.96066408,"40.70669506","Elementary School - Private/Parochial"
"2076","TALMUD TORAH D'NITRA","BROOKLYN COMMUNITY DISTRICT 3","1005-07 Bedford Ave","BK",11205,-73.95479291,"40.68967261","Junior/Senior High School - Private/Parochial"
"2077","BETHEL ELEMENTARY SCHOOL","BROOKLYN COMMUNITY DISTRICT 2","457 Grand Ave","BK",11238,-73.96117997,"40.68172883","Elementary School - Private/Parochial"
"2078","HANSON PLACE SDA ELEMENTARY SCHOOL","BROOKLYN COMMUNITY DISTRICT 2","38 Lafayette Ave","BK",11217,-73.97707476,"40.68668191","Elementary School - Private/Parochial"
"2079","GRACE CHURCH SCHOOL","BROOKLYN COMMUNITY DISTRICT 2","254 Hicks St","BK",11201,-73.99698528,"40.6939029","Elementary School - Private/Parochial"
